target_id	length	eff_length	est_counts	tpm
FBtr0081701	830	636.92	0	0
FBtr0087952	2048	1854.92	1531.81	30.2102
FBtr0273406	514	323.468	137.419	15.5414
FBtr0305913	1650	1456.92	320.17	8.03931
FBtr0273320	1409	1215.92	288.83	8.68981
FBtr0305958	822	628.92	0	0
FBtr0112367	401	217.683	578	97.1353
FBtr0073208	1072	878.92	118	4.91141
FBtr0074260	997	803.92	0	0
FBtr0070832	957	763.92	120	5.74654
FBtr0113156	1331	1137.92	15.61	0.501839
FBtr0076360	596	403.758	42.081	3.81275
FBtr0083546	1468	1274.92	0	0
FBtr0081965	1575	1381.92	1018	26.9487
FBtr0304865	4033	3839.92	519.86	4.95264
FBtr0304867	4472	4278.92	879.14	7.51618
FBtr0078662	2088	1894.92	39.8419	0.76917
FBtr0114518	2144	1950.92	0	0
FBtr0078664	2368	2174.92	225.941	3.80036
FBtr0078661	2289	2095.92	502.53	8.77124
FBtr0078663	2209	2015.92	438.687	7.96077
FBtr0308064	274	112.052	121	39.5037
FBtr0333547	2505	2311.92	8.14056	0.128812
FBtr0333546	2211	2017.92	3.7227	0.067488
FBtr0070027	2221	2027.92	327.137	5.90136
FBtr0082315	2659	2465.92	61.1201	0.906731
FBtr0112789	3223	3029.92	102.88	1.24215
FBtr0300704	1885	1691.92	54.2334	1.17263
FBtr0113705	2134	1940.92	1224.23	23.0744
FBtr0344847	1907	1713.92	0	0
FBtr0300702	1875	1681.92	80.6483	1.75413
FBtr0300703	2196	2002.92	259.926	4.74744
FBtr0113704	2144	1950.92	5787.95	108.532
FBtr0344118	2561	2367.92	46.2148	0.713983
FBtr0084910	2101	1907.92	0	0
FBtr0084911	2164	1970.92	41.6161	0.772442
FBtr0300819	2782	2588.92	74.1203	1.04735
FBtr0300820	2422	2228.92	0.00909645	0.000149297
FBtr0084909	2566	2372.92	890.04	13.7214
FBtr0084869	1894	1700.92	318.251	6.84478
FBtr0089712	3679	3485.92	15052.7	157.968
FBtr0339820	4100	3906.92	1425.28	13.3456
FBtr0339819	3461	3267.92	277.999	3.11204
FBtr0303415	4077	3883.92	23.0672	0.217269
FBtr0331996	4411	4217.92	119.697	1.03815
FBtr0331997	4647	4453.92	651	5.34702
FBtr0301019	4389	4195.92	241.303	2.10382
FBtr0100327	2981	2787.92	43	0.564237
FBtr0343641	3426	3232.92	0	0
FBtr0071757	4409	4215.92	9.97302	0.0865382
FBtr0308239	4638	4444.92	579.714	4.77115
FBtr0071756	4243	4049.92	160.313	1.44809
FBtr0075318	8461	8267.92	1881.43	8.32464
FBtr0305085	8449	8255.92	0	0
FBtr0333626	8076	7882.92	70.7431	0.328299
FBtr0330189	8301	8107.92	0	0
FBtr0305084	7990	7796.92	512.696	2.40553
FBtr0330190	8449	8255.92	0	0
FBtr0333625	8067	7873.92	74.5388	0.34631
FBtr0305086	7842	7648.92	653.589	3.12592
FBtr0076694	3199	3005.92	570.005	6.93705
FBtr0091746	1336	1142.92	3.06002	0.0979448
FBtr0306927	4314	4120.92	390	3.46213
FBtr0334760	727	533.975	0	0
FBtr0100503	403	219.48	0	0
FBtr0077144	1521	1327.92	6837.38	188.361
FBtr0306086	1145	951.92	2646.62	101.71
FBtr0340353	8788	8594.92	315.295	1.34199
FBtr0340351	9220	9026.92	0	0
FBtr0340350	9002	8808.92	0	0
FBtr0340352	8558	8364.92	152.34	0.66623
FBtr0340354	8564	8370.92	108.196	0.472838
FBtr0340355	7414	7220.92	702.169	3.55731
FBtr0086536	1596	1402.92	36447.3	950.398
FBtr0086537	1701	1507.92	85.9212	2.08447
FBtr0070738	6606	6412.92	327.254	1.86682
FBtr0070740	5946	5752.92	290.288	1.84593
FBtr0100408	5948	5754.92	301.163	1.91441
FBtr0070739	5518	5324.92	576.178	3.95837
FBtr0301914	6763	6569.92	0.116778	0.000650239
FBtr0080656	563	371.302	328.143	32.3302
FBtr0343706	521	330.272	2.56624	0.284248
FBtr0302946	383	201.573	4180.29	758.66
FBtr0301477	4782	4588.92	75.9643	0.605581
FBtr0306350	2503	2309.92	227.865	3.60873
FBtr0306351	2221	2027.92	154.944	2.7951
FBtr0330046	2653	2459.92	383.727	5.70656
FBtr0301478	2790	2596.92	22.7727	0.320796
FBtr0089521	2653	2459.92	383.727	5.70656
FBtr0300884	4898	4704.92	185.756	1.44432
FBtr0300882	4892	4698.92	3733.55	29.0668
FBtr0300885	4919	4725.92	3579.3	27.7067
FBtr0300886	5268	5074.92	680.394	4.90461
FBtr0070272	2139	1945.92	295	5.54588
FBtr0113469	6298	6104.92	19.5596	0.117207
FBtr0091533	6079	5885.92	1074.55	6.67859
FBtr0081048	909	715.92	0.0391591	0.00200098
FBtr0329926	906	712.92	4.96084	0.254559
FBtr0331279	411	226.472	0	0
FBtr0306048	1223	1029.92	5.46774	0.194213
FBtr0345656	5093	4899.92	2.53226	0.0189057
FBtr0110838	6234	6040.92	6	0.0363347
FBtr0333123	1100	906.92	7.55767	0.304854
FBtr0075201	980	786.92	982.442	45.672
FBtr0308601	1556	1362.92	2	0.0536825
FBtr0346350	2380	2186.92	3.07152	0.0513799
FBtr0333306	1668	1474.92	129.803	3.21952
FBtr0071465	1150	956.92	266.22	10.1774
FBtr0082368	1909	1715.92	679	14.4759
FBtr0072553	1422	1228.92	4	0.119072
FBtr0081407	662	469.122	0	0
FBtr0080119	2993	2799.92	266	3.47544
FBtr0332091	7868	7674.92	302.166	1.44027
FBtr0075562	7222	7028.92	3532.83	18.3869
FBtr0302392	219	74.5566	0	0
FBtr0302971	813	619.92	0	0
FBtr0303249	887	693.92	15.9959	0.843283
FBtr0110947	892	698.92	0.00406333	0.000212681
FBtr0333413	1540	1346.92	607.624	16.5031
FBtr0079683	1684	1490.92	10.2499	0.251501
FBtr0333414	1687	1493.92	20.126	0.492838
FBtr0072576	2694	2500.92	2081	30.4401
FBtr0334302	4002	3808.92	233.425	2.24192
FBtr0082031	3999	3805.92	290.575	2.793
FBtr0079550	1502	1308.92	1222.72	34.1733
FBtr0343384	1440	1246.92	88.2795	2.58997
FBtr0330045	2512	2318.92	443	6.98862
FBtr0082987	1415	1221.92	0	0
FBtr0301428	2661	2467.92	46.284	0.686077
FBtr0301429	2872	2678.92	165.387	2.25848
FBtr0301431	3360	3166.92	272.549	3.14833
FBtr0301430	3149	2955.92	99.7796	1.23487
FBtr0340558	1229	1035.92	1	0.035314
FBtr0080177	1082	888.92	0	0
FBtr0343610	5025	4831.92	268.38	2.03191
FBtr0343608	4211	4017.92	532.288	4.84639
FBtr0343609	4032	3838.92	190.919	1.81934
FBtr0079957	4223	4029.92	447.872	4.06566
FBtr0303907	4127	3933.92	396.203	3.68439
FBtr0303906	4081	3887.92	133.597	1.25705
FBtr0303905	4119	3925.92	67.7405	0.631219
FBtr0088650	2014	1820.92	1416	28.4476
FBtr0273339	1383	1189.92	1021.85	31.4155
FBtr0301167	1029	835.92	514.148	22.5007
FBtr0347550	3326	3132.92	244.991	2.86071
FBtr0078958	1114	920.92	1105.2	43.9028
FBtr0075478	694	500.975	4	0.29209
FBtr0078567	882	688.92	0	0
FBtr0071225	1165	971.92	783.467	29.4892
FBtr0345985	1286	1092.92	78.9867	2.64386
FBtr0340217	5681	5487.92	177.092	1.18049
FBtr0086904	5684	5490.92	3146.91	20.9658
FBtr0306284	372	191.679	0	0
FBtr0347283	774	580.92	17.9345	1.1294
FBtr0075651	4329	4135.92	207.302	1.8336
FBtr0075652	3921	3727.92	339.698	3.33349
FBtr0332622	8259	8065.92	315.186	1.42951
FBtr0308328	8643	8449.92	593.912	2.57124
FBtr0308327	8457	8263.92	0.657799	0.00291193
FBtr0308325	7938	7744.92	1761.68	8.32117
FBtr0308329	7097	6903.92	4.03412	0.021376
FBtr0332621	6223	6029.92	5.90857	0.0358463
FBtr0308326	6286	6092.92	25.6177	0.153811
FBtr0345197	13125	12931.9	1895.04	5.36079
FBtr0333706	10897	10703.9	0	0
FBtr0089106	6189	5995.92	3835.36	23.4004
FBtr0309088	2778	2584.92	190.929	2.70208
FBtr0309089	4262	4068.92	1308.95	11.7684
FBtr0076486	2394	2200.92	464.125	7.71443
FBtr0332592	2813	2619.92	19.8131	0.276654
FBtr0332591	2322	2128.92	152.624	2.62262
FBtr0074079	2391	2197.92	4364.56	72.6444
FBtr0088643	4091	3897.92	649.216	6.09297
FBtr0088642	4088	3894.92	937.219	8.8027
FBtr0345224	4148	3954.92	104.727	0.968707
FBtr0339302	4145	3951.92	74.8385	0.692772
FBtr0334821	1627	1433.92	8.28855	0.211459
FBtr0334822	1744	1550.92	0	0
FBtr0077938	1511	1317.92	0	0
FBtr0077936	1454	1260.92	3.71145	0.107678
FBtr0077937	1565	1371.92	0	0
FBtr0077939	1628	1434.92	0	0
FBtr0072121	849	655.92	0	0
FBtr0079601	888	694.92	432	22.7417
FBtr0073141	1708	1514.92	139	3.35659
FBtr0084278	477	288.156	15	1.90431
FBtr0307312	9817	9623.92	158.867	0.603886
FBtr0307309	9968	9774.92	101.299	0.37911
FBtr0307310	9842	9648.92	1073.83	4.07129
FBtr0307311	10170	9976.92	0	0
FBtr0078345	633	440.256	22	1.82806
FBtr0079495	3264	3070.92	4417.53	52.6241
FBtr0343404	3495	3301.92	314.469	3.48405
FBtr0083964	564	372.302	30393	2986.42
FBtr0078184	1305	1111.92	214	7.04066
FBtr0072722	2846	2652.92	193.174	2.66377
FBtr0072721	2576	2382.92	0	0
FBtr0331865	2640	2446.92	9362.83	139.978
FBtr0078208	1344	1150.92	1	0.0317854
FBtr0433512	2455	2261.92	0	0
FBtr0303407	2132	1938.92	37.4241	0.706098
FBtr0078712	1080	886.92	533.023	21.9854
FBtr0081206	1604	1410.92	181	4.69299
FBtr0113310	1466	1272.92	57.5066	1.65268
FBtr0339141	1600	1406.92	115.493	3.00304
FBtr0303841	1379	1185.92	0	0
FBtr0088997	1432	1238.92	826	24.3899
FBtr0085512	862	668.92	2617.06	143.124
FBtr0080055	1405	1211.92	10	0.301856
FBtr0301742	279	115.824	480	151.606
FBtr0331219	2907	2713.92	48.4009	0.652423
FBtr0331218	9186	8992.92	624.052	2.53859
FBtr0331221	8906	8712.92	0	0
FBtr0331217	2882	2688.92	0	0
FBtr0331220	9009	8815.92	16.6358	0.069032
FBtr0290295	2768	2574.92	53.636	0.762019
FBtr0331216	9188	8994.92	305.009	1.24048
FBtr0331222	763	569.92	0	0
FBtr0301972	783	589.92	14.2669	0.884727
FBtr0075322	4158	3964.92	1160.1	10.7037
FBtr0075323	3177	2983.92	164.132	2.01223
FBtr0304018	3523	3329.92	1821.24	20.0081
FBtr0082268	487	297.475	6	0.73786
FBtr0078992	2411	2217.92	214	3.52973
FBtr0075971	1337	1143.92	178.258	5.70069
FBtr0332644	1805	1611.92	132.584	3.00899
FBtr0343726	4924	4730.92	0	0
FBtr0343727	4695	4501.92	465	3.77858
FBtr0080801	3399	3205.92	0	0
FBtr0085179	1931	1737.92	909	19.1341
FBtr0334732	1852	1658.92	5.39099e-07	1.18882e-08
FBtr0084435	712	518.975	771	54.3477
FBtr0333359	8539	8345.92	0	0
FBtr0347066	8335	8141.92	788.112	3.54107
FBtr0072747	8339	8145.92	1281.08	5.75322
FBtr0303993	8076	7882.92	23.4564	0.108855
FBtr0082776	863	669.92	82	4.47779
FBtr0083698	3561	3367.92	2622.9	28.4901
FBtr0334522	3913	3719.92	307.471	3.02374
FBtr0083699	3740	3546.92	610.629	6.29795
FBtr0083123	1806	1612.92	402.912	9.13841
FBtr0073670	1180	986.92	1339	49.6332
FBtr0346294	904	710.92	0	0
FBtr0074584	841	647.92	1	0.0564614
FBtr0084203	1178	984.92	239	8.87708
FBtr0075503	431	244.543	8	1.19676
FBtr0071940	3781	3587.92	42	0.428233
FBtr0071878	678	485.074	0	0
FBtr0074217	1666	1472.92	7967.04	197.875
FBtr0334992	1631	1437.92	172.515	4.389
FBtr0334991	1534	1340.92	449.416	12.2608
FBtr0334990	1621	1427.92	59.0291	1.51229
FBtr0334641	7845	7651.92	44.3499	0.212029
FBtr0334640	7572	7378.92	1535.78	7.61394
FBtr0112788	7572	7378.92	287.87	1.42717
FBtr0300945	5982	5788.92	4442.93	28.0766
FBtr0088089	5273	5079.92	0	0
FBtr0306029	5832	5638.92	1110.07	7.20158
FBtr0300299	542	350.697	104.42	10.8924
FBtr0303283	663	470.122	33	2.56789
FBtr0082690	968	774.92	2852	134.637
FBtr0075544	1414	1220.92	10	0.299631
FBtr0084225	2337	2143.92	89	1.51864
FBtr0084554	1241	1047.92	763.517	26.6541
FBtr0088251	1100	906.92	547	22.0644
FBtr0075348	623	430.343	16	1.36012
FBtr0307592	1036	842.92	1488.83	64.6146
FBtr0307591	716	522.975	285.976	20.0042
FBtr0307593	1134	940.92	33.7773	1.31324
FBtr0088981	1711	1517.92	1062.78	25.6134
FBtr0082830	999	805.92	358	16.2504
FBtr0073752	1359	1165.92	6	0.188259
FBtr0073172	1075	881.92	271	11.2412
FBtr0083484	1060	866.92	78	3.29146
FBtr0334920	644	451.167	134.493	10.9052
FBtr0343101	702	508.975	202.507	14.5552
FBtr0073534	1246	1052.92	68.6786	2.38616
FBtr0073532	1076	882.92	8.34597	0.345803
FBtr0073533	1155	961.92	301.975	11.4843
FBtr0081554	1426	1232.92	2	0.0593428
FBtr0333730	597	404.717	55.8485	5.04815
FBtr0070405	653	460.122	480.152	38.175
FBtr0088310	2481	2287.92	413	6.60363
FBtr0085561	2042	1848.92	23.4041	0.463069
FBtr0310420	1884	1690.92	1526.6	33.0274
FBtr0309175	598	405.677	0	0
FBtr0074130	2575	2381.92	3413	52.4182
FBtr0071834	2099	1905.92	363	6.96747
FBtr0089479	2771	2577.92	184.627	2.61999
FBtr0089478	2863	2669.92	142.565	1.95339
FBtr0331561	2723	2529.92	315.808	4.56656
FBtr0300082	7593	7399.92	6255.02	30.9225
FBtr0300080	4495	4301.92	2631.74	22.3796
FBtr0300083	6021	5827.92	109.336	0.686316
FBtr0300081	3290	3096.92	1072.69	12.6712
FBtr0300084	4316	4122.92	292.975	2.59956
FBtr0074830	1113	919.92	4446.93	176.841
FBtr0301126	1230	1036.92	50.9648	1.79803
FBtr0332771	1073	879.92	96.8387	4.02605
FBtr0300813	1005	811.92	4.91391	0.221405
FBtr0343719	1549	1355.92	4.83394	0.130419
FBtr0080785	988	794.92	121.166	5.5761
FBtr0089578	2912	2718.92	5	0.0672739
FBtr0078995	1986	1792.92	565	11.5282
FBtr0091534	674	481.074	19	1.44482
FBtr0345289	667	474.122	0	0
FBtr0077524	755	561.92	4337	282.35
FBtr0332508	1053	859.92	0	0
FBtr0080508	1293	1099.92	0	0
FBtr0079127	836	642.92	8	0.455204
FBtr0077829	3910	3716.92	583	5.73797
FBtr0081218	2474	2280.92	87.5522	1.4042
FBtr0300822	2553	2359.92	92.3525	1.43161
FBtr0081217	2565	2371.92	80.2588	1.23784
FBtr0081216	2549	2355.92	81.8366	1.27075
FBtr0082566	1767	1573.92	5	0.116215
FBtr0334867	2747	2553.92	289.196	4.14246
FBtr0085397	2589	2395.92	2199.8	33.5881
FBtr0082869	1981	1787.92	2183	44.6662
FBtr0345145	2255	2061.92	398.569	7.07139
FBtr0302335	2165	1971.92	9507.48	176.38
FBtr0345144	2183	1989.92	1373.95	25.2586
FBtr0074635	1850	1656.92	2563	56.5875
FBtr0071317	2438	2244.92	620.947	10.1188
FBtr0346166	2970	2776.92	579.395	7.63281
FBtr0345302	2504	2310.92	75.0715	1.1884
FBtr0077098	1123	929.92	1162	45.7124
FBtr0075659	1433	1239.92	0	0
FBtr0310278	1388	1194.92	9	0.275535
FBtr0112539	371	190.88	48	9.1993
FBtr0303268	3265	3071.92	696	8.28844
FBtr0082565	411	226.472	991	160.078
FBtr0344018	2901	2707.92	9.04077	0.122136
FBtr0080630	3161	2967.92	519.627	6.4049
FBtr0344019	4042	3848.92	0	0
FBtr0309281	4433	4239.92	53.3323	0.460157
FBtr0345422	1478	1284.92	708.921	20.1834
FBtr0086710	1362	1168.92	2072.08	64.8477
FBtr0077351	1210	1016.92	278.442	10.0166
FBtr0086891	4262	4068.92	173.285	1.55795
FBtr0302161	3910	3716.92	367.608	3.61805
FBtr0086890	4269	4075.92	2752.11	24.7009
FBtr0072185	288	122.7	48165	14360.2
FBtr0076729	5041	4847.92	392	2.95804
FBtr0331353	5452	5258.92	795.906	5.53654
FBtr0083684	5246	5052.92	1687.09	12.2143
FBtr0342978	2410	2216.92	109.265	1.80303
FBtr0331155	1733	1539.92	175.368	4.16605
FBtr0074668	1733	1539.92	175.368	4.16605
FBtr0330100	4842	4648.92	20.5503	0.161711
FBtr0335411	4863	4669.92	0.113756	0.000891122
FBtr0085778	4872	4678.92	0.0123555	9.66022e-05
FBtr0335410	4851	4657.92	2.2098	0.0173554
FBtr0330101	4863	4669.92	0.113756	0.000891122
FBtr0081043	5476	5282.92	4423.5	30.6313
FBtr0081042	5476	5282.92	4423.5	30.6313
FBtr0084954	1013	819.92	16	0.713874
FBtr0086324	1035	841.92	0	0
FBtr0300385	769	575.92	7.62906	0.484599
FBtr0300384	808	614.92	5.37094	0.319525
FBtr0080286	1809	1615.92	45.4924	1.02989
FBtr0342581	1532	1338.92	59.9853	1.63894
FBtr0310518	1029	835.92	0	0
FBtr0300643	949	755.92	8.5	0.411355
FBtr0070423	1681	1487.92	93	2.28653
FBtr0306578	3570	3376.92	577.488	6.25598
FBtr0302310	1277	1083.92	0	0
FBtr0300894	3027	2833.92	1811.47	23.3839
FBtr0072815	1387	1193.92	412.355	12.6348
FBtr0331461	3411	3217.92	1848.57	21.0152
FBtr0072819	1460	1266.92	0	0
FBtr0300893	1109	915.92	0	0
FBtr0331462	3378	3184.92	1144.12	13.1415
FBtr0071358	1664	1470.92	1098	27.3078
FBtr0084980	759	565.92	75	4.84819
FBtr0085876	4733	4539.92	1828.26	14.732
FBtr0334299	5818	5624.92	3595.11	23.3813
FBtr0085875	4243	4049.92	756.634	6.83459
FBtr0100415	2864	2670.92	538.693	7.37825
FBtr0100413	2865	2671.92	337.465	4.62039
FBtr0100420	2894	2700.92	30.7332	0.416265
FBtr0100416	3158	2964.92	474.418	5.85358
FBtr0100419	2921	2727.92	493.547	6.61866
FBtr0070957	2779	2585.92	1170.46	16.5582
FBtr0345295	2411	2217.92	1138.31	18.7754
FBtr0070956	2859	2665.92	0	0
FBtr0100414	2773	2579.92	0	0
FBtr0333672	2026	1832.92	573.627	11.4488
FBtr0344754	2048	1854.92	1896.14	37.3954
FBtr0089186	1688	1494.92	46298.9	1132.99
FBtr0081900	1173	979.92	2	0.0746642
FBtr0080952	606	413.595	0	0
FBtr0340237	657	464.122	1	0.0788209
FBtr0081569	2802	2608.92	189	2.65017
FBtr0339660	741	547.975	5641.38	376.615
FBtr0340356	836	642.92	70.9692	4.03819
FBtr0339659	649	456.122	8.56343	0.686815
FBtr0340357	1399	1205.92	205.11	6.22217
FBtr0339661	1117	923.92	44.1651	1.74871
FBtr0084241	741	547.975	0	0
FBtr0344227	1324	1130.92	4	0.12939
FBtr0332852	1671	1477.92	0	0
FBtr0086750	1553	1359.92	202	5.4339
FBtr0335212	1344	1150.92	768	24.4112
FBtr0082437	1439	1245.92	0	0
FBtr0071979	1384	1190.92	8	0.245743
FBtr0082304	1528	1334.92	2089	57.2475
FBtr0334897	7452	7258.92	1833.9	9.24224
FBtr0334896	5991	5797.92	1550.66	9.78402
FBtr0344218	2530	2336.92	6.80001	0.106448
FBtr0344217	2729	2535.92	0	0
FBtr0112583	2495	2301.92	16.64	0.264446
FBtr0087989	1751	1557.92	181.466	4.26112
FBtr0339595	1796	1602.92	200.534	4.57666
FBtr0079365	3276	3082.92	327	3.88024
FBtr0081225	1305	1111.92	30	0.987009
FBtr0300674	1789	1595.92	32.0034	0.733598
FBtr0332321	2100	1906.92	332.17	6.37238
FBtr0300216	694	500.975	0	0
FBtr0344762	633	440.256	221	18.3637
FBtr0085631	1677	1483.92	6749.92	166.403
FBtr0085635	1197	1003.92	32.4553	1.18266
FBtr0332170	1009	815.92	5.50859	0.246983
FBtr0085634	1187	993.92	144.194	5.30723
FBtr0085633	1227	1033.92	280.846	9.93697
FBtr0085632	1135	941.92	7417.67	288.089
FBtr0344763	1526	1332.92	34.0401	0.934243
FBtr0306587	981	787.92	0	0
FBtr0306588	1246	1052.92	9.34869	0.32481
