target_id	length	eff_length	est_counts	tpm
FBtr0343719	1549	1368.41	2.43923	0.0559642
FBtr0080785	988	807.409	134.561	5.23236
FBtr0089578	2912	2731.41	5	0.057472
FBtr0078995	1986	1805.41	689	11.9817
FBtr0091534	674	493.627	13	0.826833
FBtr0345289	667	486.725	0	0
FBtr0077524	755	574.472	3730	203.851
FBtr0332508	1053	872.409	0	0
FBtr0080508	1293	1112.41	0	0
FBtr0079127	836	655.409	2.05347	0.0983667
FBtr0077829	3910	3729.41	694	5.84242
FBtr0081218	2474	2293.41	115.515	1.58136
FBtr0300822	2553	2372.41	92.7874	1.22793
FBtr0081217	2565	2384.41	125.196	1.64847
FBtr0081216	2549	2368.41	120.502	1.59739
FBtr0082566	1767	1586.41	10	0.197906
FBtr0334867	2747	2566.41	361.749	4.42542
FBtr0085397	2589	2408.41	2460.25	32.0717
FBtr0082869	1981	1800.41	2414	42.0959
FBtr0345145	2255	2074.41	351.242	5.316
FBtr0302335	2165	1984.41	7241.29	114.567
FBtr0345144	2183	2002.41	1599.47	25.0781
FBtr0074635	1850	1669.41	3288	61.8361
FBtr0071317	2438	2257.41	659.108	9.16684
FBtr0346166	2970	2789.41	823.19	9.26534
FBtr0345302	2504	2323.41	81.087	1.09572
FBtr0077098	1123	942.409	1422.06	47.3754
FBtr0075659	1433	1252.41	0	0
FBtr0310278	1388	1207.41	7	0.182019
FBtr0112539	371	203.398	72	11.1137
FBtr0303268	3265	3084.41	37	0.37662
FBtr0082565	411	239.861	1599	209.297
FBtr0344018	2901	2720.41	0	0
FBtr0080630	3161	2980.41	520.824	5.48642
FBtr0344019	4042	3861.41	0	0
FBtr0309281	4433	4252.41	60.1756	0.444282
FBtr0345422	1478	1297.41	1051.35	25.4415
FBtr0086710	1362	1181.41	2668.65	70.9193
FBtr0077351	1210	1029.41	478.985	14.6085
FBtr0086891	4262	4081.41	160.34	1.2334
FBtr0302161	3910	3729.41	451.288	3.79915
FBtr0086890	4269	4088.41	2855.37	21.9271
FBtr0072185	288	133.194	59267	13970.1
FBtr0076729	5041	4860.41	450	2.90679
FBtr0331353	5452	5271.41	927.411	5.52356
FBtr0083684	5246	5065.41	2036.59	12.623
FBtr0342978	2410	2229.41	118.433	1.66785
FBtr0331155	1733	1552.41	199.283	4.03031
FBtr0074668	1733	1552.41	199.283	4.03031
FBtr0330100	4842	4661.41	10.7803	0.0726082
FBtr0335411	4863	4682.41	0.0535933	0.000359347
FBtr0085778	4872	4691.41	0.00555966	3.72065e-05
FBtr0335410	4851	4670.41	1.10698	0.00744145
FBtr0330101	4863	4682.41	0.0535933	0.000359347
FBtr0081043	5476	5295.41	5011	29.7097
FBtr0081042	5476	5295.41	5011	29.7097
FBtr0084954	1013	832.409	5	0.188585
FBtr0086324	1035	854.409	0	0
FBtr0300385	769	588.472	6.93285	0.369879
FBtr0300384	808	627.409	5.06715	0.253563
FBtr0080286	1809	1628.41	19.0905	0.368068
FBtr0342581	1532	1351.41	83.6746	1.94393
FBtr0310518	1029	848.409	0	0
FBtr0300643	949	768.409	7.5	0.306438
FBtr0070423	1681	1500.41	102	2.13434
FBtr0306578	3570	3389.41	642.968	5.95578
FBtr0302310	1277	1096.41	3.54408	0.101485
FBtr0300894	3027	2846.41	2176.69	24.0089
FBtr0072815	1387	1206.41	406.91	10.5895
FBtr0331461	3411	3230.41	2210.76	21.4861
FBtr0072819	1460	1279.41	0	0
FBtr0300893	1109	928.409	0	0
FBtr0331462	3378	3197.41	1366.13	13.4142
FBtr0071358	1664	1483.41	1340	28.3607
FBtr0084980	759	578.472	8	0.434191
FBtr0085876	4733	4552.41	2468.91	17.027
FBtr0334299	5818	5637.41	5436.95	30.2795
FBtr0085875	4243	4062.41	614.139	4.74631
FBtr0100415	2864	2683.41	428.353	5.01173
FBtr0100413	2865	2684.41	227.377	2.65932
FBtr0100420	2894	2713.41	186.313	2.15576
FBtr0100416	3158	2977.41	838.635	8.84317
FBtr0100419	2921	2740.41	452.152	5.18015
FBtr0070957	2779	2598.41	1112.57	13.4429
FBtr0345295	2411	2230.41	1423.68	20.0402
FBtr0070956	2859	2678.41	0	0
FBtr0100414	2773	2592.41	0	0
FBtr0333672	2026	1845.41	774.453	13.1758
FBtr0344754	2048	1867.41	2790.74	46.9195
FBtr0089186	1688	1507.41	58598.6	1220.48
FBtr0081900	1173	992.409	1	0.0316361
FBtr0080952	606	426.437	1	0.0736238
FBtr0340237	657	476.725	0	0
FBtr0081569	2802	2621.41	224	2.68279
FBtr0339660	741	560.472	6260.47	350.692
FBtr0340356	836	655.409	68.914	3.30117
FBtr0339659	649	468.773	30.0757	2.01431
FBtr0340357	1399	1218.41	271.361	6.99243
FBtr0339661	1117	936.409	45.7711	1.53461
FBtr0084241	741	560.472	0	0
FBtr0344227	1324	1143.41	8	0.219665
FBtr0332852	1671	1490.41	6.27708	0.132229
FBtr0086750	1553	1372.41	264.286	6.04594
FBtr0335212	1344	1163.41	1111	29.9816
FBtr0082437	1439	1258.41	0	0
FBtr0071979	1384	1203.41	16	0.417426
FBtr0082304	1528	1347.41	2943	68.5747
FBtr0334897	7452	7271.41	2299.49	9.92858
FBtr0334896	5991	5810.41	1451.99	7.8457
FBtr0344218	2530	2349.41	11.9087	0.15914
FBtr0344217	2729	2548.41	9.13619	0.112556
FBtr0112583	2495	2314.41	21.466	0.291196
FBtr0087989	1751	1570.41	380.357	7.60416
FBtr0339595	1796	1615.41	98.6434	1.91716
FBtr0079365	3276	3095.41	394	3.99624
FBtr0081225	1305	1124.41	34	0.949353
FBtr0300674	1789	1608.41	95.1342	1.85701
FBtr0332321	2100	1919.41	312.5	5.11158
FBtr0300216	694	513.527	8.46533	0.517552
FBtr0344762	633	452.864	321.535	22.2912
FBtr0085631	1677	1496.41	5949.27	124.821
FBtr0085635	1197	1016.41	46.8891	1.44836
FBtr0332170	1009	828.409	0	0
FBtr0085634	1187	1006.41	226.362	7.06159
FBtr0085633	1227	1046.41	428.601	12.8595
FBtr0085632	1135	954.409	8338.49	274.3
FBtr0344763	1526	1345.41	48.3331	1.12788
FBtr0306587	981	800.409	0	0
FBtr0306588	1246	1065.41	0	0
FBtr0075186	2778	2597.41	395	4.77452
