target_id	length	eff_length	est_counts	tpm
FBtr0334822	1744	1548.04	0	0
FBtr0077938	1511	1315.04	0	0
FBtr0077936	1454	1258.04	0.891754	0.0347484
FBtr0077937	1565	1369.04	0	0
FBtr0077939	1628	1432.04	0	0
FBtr0072121	849	653.036	0	0
FBtr0079601	888	692.036	368	26.0677
FBtr0073141	1708	1512.04	8	0.259365
FBtr0084278	477	285.014	11	1.89195
FBtr0307312	9817	9621.04	0.0458747	0.000233741
FBtr0307309	9968	9772.04	144.049	0.722616
FBtr0307310	9842	9646.04	1000.91	5.0866
FBtr0307311	10170	9974.04	0	0
FBtr0078345	633	437.426	10	1.12067
FBtr0079495	3264	3068.04	2734.47	43.6913
FBtr0343404	3495	3299.04	128.534	1.90991
FBtr0083964	564	369.537	19557	2594.34
FBtr0078184	1305	1109.04	132	5.83461
FBtr0072722	2846	2650.04	385.928	7.139
FBtr0072721	2576	2380.04	0	0
FBtr0331865	2640	2444.04	12056.1	241.814
FBtr0078208	1344	1148.04	0	0
FBtr0433512	2455	2259.04	0	0
FBtr0303407	2132	1936.04	41.9176	1.06137
FBtr0078712	1080	884.036	602.185	33.3921
FBtr0081206	1604	1408.04	132	4.59561
FBtr0113310	1466	1270.04	5.17878	0.199892
FBtr0339141	1600	1404.04	83.8212	2.92657
FBtr0303841	1379	1183.04	0	0
FBtr0088997	1432	1236.04	534	21.1784
FBtr0085512	862	666.036	4333.03	318.917
FBtr0080055	1405	1209.04	9	0.364911
FBtr0301742	279	113.463	174	75.176
FBtr0331219	2907	2711.04	18.9026	0.341798
FBtr0331218	9186	8990.04	367.09	2.00168
FBtr0331221	8906	8710.04	0	0
FBtr0331217	2882	2686.04	13.6479	0.24908
FBtr0331220	9009	8813.04	41.8878	0.232994
FBtr0290295	2768	2572.04	0.316231	0.00602713
FBtr0331216	9188	8992.04	127.113	0.692969
FBtr0331222	763	567.036	7.7846	0.672991
FBtr0301972	783	587.036	6.25817	0.522596
FBtr0075322	4158	3962.04	449.317	5.55927
FBtr0075323	3177	2981.04	4.91933e-07	8.08951e-09
FBtr0304018	3523	3327.04	2720.42	40.0832
FBtr0082268	487	294.693	5	0.831732
FBtr0078992	2411	2215.04	196	4.33769
FBtr0075971	1337	1141.04	65.6822	2.82184
FBtr0332644	1805	1609.04	136.146	4.14784
FBtr0343726	4924	4728.04	0	0
FBtr0343727	4695	4499.04	277	3.01817
FBtr0080801	3399	3203.04	0	0
FBtr0085179	1931	1735.04	1059	29.9206
FBtr0334732	1852	1656.04	3.05832e-08	9.05307e-10
FBtr0084435	712	516.144	648	61.5443
FBtr0333359	8539	8343.04	0	0
FBtr0347066	8335	8139.04	650.588	3.91847
FBtr0072747	8339	8143.04	777.223	4.67889
FBtr0303993	8076	7880.04	4.98587	0.0310167
FBtr0082776	863	667.036	8	0.587928
FBtr0083698	3561	3365.04	1924.59	28.0371
FBtr0334522	3913	3717.04	137.128	1.80848
FBtr0083699	3740	3544.04	308.279	4.26412
FBtr0083123	1806	1610.04	304	9.25596
FBtr0073670	1180	984.036	15	0.747246
FBtr0346294	904	708.036	0	0
FBtr0074584	841	645.036	0	0
FBtr0084203	1178	982.036	22	1.09819
FBtr0075503	431	242.068	1	0.20251
FBtr0071940	3781	3585.04	15	0.205107
FBtr0071878	678	482.144	0	0
FBtr0074217	1666	1470.04	10876.7	362.705
FBtr0334992	1631	1435.04	134.678	4.60062
FBtr0334991	1534	1338.04	755.488	27.6785
FBtr0334990	1621	1425.04	131.114	4.5103
FBtr0334641	7845	7649.04	0	0
FBtr0334640	7572	7376.04	2123.74	14.1144
FBtr0112788	7572	7376.04	225.93	1.50153
FBtr0300945	5982	5786.04	3004.41	25.4543
FBtr0088089	5273	5077.04	0	0
FBtr0306029	5832	5636.04	1629.59	14.1738
FBtr0300299	542	347.967	95.5567	13.4619
FBtr0303283	663	467.334	0	0
FBtr0082690	968	772.036	3759	238.681
FBtr0075544	1414	1218.04	1	0.040246
FBtr0084225	2337	2141.04	44	1.00742
FBtr0084554	1241	1045.04	845	39.6377
FBtr0088251	1100	904.036	481	26.0821
FBtr0075348	623	427.512	3	0.343998
FBtr0307592	1036	840.036	575.006	33.5551
FBtr0307591	716	520.144	90.022	8.48415
FBtr0307593	1134	938.036	9.78522	0.511369
FBtr0088981	1711	1515.04	862.808	27.9174
FBtr0082830	999	803.036	292	17.8251
FBtr0073752	1359	1163.04	2	0.0842986
FBtr0073172	1075	879.036	156	8.69964
FBtr0083484	1060	864.036	57	3.2339
FBtr0334920	644	448.426	55.8466	6.10505
FBtr0343101	702	506.144	184.153	17.8357
FBtr0073534	1246	1050.04	55.3507	2.58406
FBtr0073532	1076	880.036	13.9836	0.778937
FBtr0073533	1155	959.036	288.666	14.7551
FBtr0081554	1426	1230.04	0	0
FBtr0333730	597	401.802	23.6302	2.88296
FBtr0070405	653	457.38	366.37	39.2668
FBtr0088310	2481	2285.04	316	6.77918
FBtr0085561	2042	1846.04	105.154	2.79234
FBtr0310420	1884	1688.04	1680.85	48.8123
FBtr0309175	598	402.762	0	0
FBtr0074130	2575	2379.04	4673	96.2893
FBtr0071834	2099	1903.04	237	6.10499
FBtr0089479	2771	2575.04	34.3839	0.654569
FBtr0089478	2863	2667.04	201.956	3.71203
FBtr0331561	2723	2527.04	294.66	5.71601
FBtr0300082	7593	7397.04	8186.48	54.2529
FBtr0300080	4495	4299.04	4644.3	52.9581
FBtr0300083	6021	5825.04	0	0
FBtr0300081	3290	3094.04	2308.46	36.5746
FBtr0300084	4316	4120.04	250.763	2.98363
FBtr0074830	1113	917.036	4160.93	222.427
FBtr0301126	1230	1034.04	20.2605	0.960499
FBtr0332771	1073	877.036	82.005	4.58359
FBtr0300813	1005	809.036	0	0
FBtr0343719	1549	1353.04	2.41183	0.0873817
FBtr0080785	988	792.036	51.5882	3.19292
FBtr0089578	2912	2716.04	1	0.0180488
FBtr0078995	1986	1790.04	421	11.5293
FBtr0091534	674	478.24	5	0.512516
FBtr0345289	667	471.287	0	0
FBtr0077524	755	559.036	2290	200.807
FBtr0332508	1053	857.036	0	0
FBtr0080508	1293	1097.04	0	0
FBtr0079127	836	640.036	0	0
FBtr0077829	3910	3714.04	603	7.95893
FBtr0081218	2474	2278.04	26.6252	0.572949
FBtr0300822	2553	2357.04	61.5869	1.28087
FBtr0081217	2565	2369.04	112.086	2.31934
FBtr0081216	2549	2353.04	63.7017	1.32711
FBtr0082566	1767	1571.04	3	0.0936092
FBtr0334867	2747	2551.04	264.992	5.09212
FBtr0085397	2589	2393.04	2154.01	44.1247
FBtr0082869	1981	1785.04	1441	39.5731
FBtr0345145	2255	2059.04	85.3744	2.03258
FBtr0302335	2165	1969.04	4500.22	112.037
FBtr0345144	2183	1987.04	674.406	16.6379
FBtr0074635	1850	1654.04	2314	68.5807
FBtr0071317	2438	2242.04	722.066	15.7877
FBtr0346166	2970	2774.04	411.934	7.27945
FBtr0345302	2504	2308.04	38	0.807094
FBtr0077098	1123	927.036	750	39.6596
FBtr0075659	1433	1237.04	0	0
FBtr0310278	1388	1192.04	1	0.0411239
FBtr0112539	371	188.134	20	5.21131
FBtr0303268	3265	3069.04	19	0.303483
FBtr0082565	411	224.121	807	176.512
FBtr0344018	2901	2705.04	10.4357	0.189118
FBtr0080630	3161	2965.04	434.592	7.18514
FBtr0344019	4042	3846.04	0	0
FBtr0309281	4433	4237.04	39.972	0.462463
FBtr0345422	1478	1282.04	519.446	19.862
FBtr0086710	1362	1166.04	2234.55	93.9425
FBtr0077351	1210	1014.04	226.329	10.9413
FBtr0086891	4262	4066.04	0	0
FBtr0302161	3910	3714.04	523.551	6.91029
FBtr0086890	4269	4073.04	2518.45	30.3109
FBtr0072185	288	119.965	35949	14689.8
FBtr0076729	5041	4845.04	348	3.521
FBtr0331353	5452	5256.04	588.493	5.48866
FBtr0083684	5246	5050.04	1322.51	12.8377
FBtr0342978	2410	2214.04	73.7212	1.63227
FBtr0331155	1733	1537.04	91.1394	2.90673
FBtr0074668	1733	1537.04	91.1394	2.90673
FBtr0330100	4842	4646.04	0	0
FBtr0335411	4863	4667.04	6.71487	0.070531
FBtr0085778	4872	4676.04	0.570254	0.00597824
FBtr0335410	4851	4655.04	0	0
FBtr0330101	4863	4667.04	6.71487	0.070531
FBtr0081043	5476	5280.04	3880.5	36.0275
FBtr0081042	5476	5280.04	3880.5	36.0275
FBtr0084954	1013	817.036	28	1.67996
FBtr0086324	1035	839.036	0	0
FBtr0300385	769	573.036	0	0
FBtr0300384	808	612.036	9	0.720857
FBtr0080286	1809	1613.04	54.0487	1.64257
FBtr0342581	1532	1336.04	7.49978	0.275178
FBtr0310518	1029	833.036	0	0
FBtr0300643	949	753.036	6	0.390588
FBtr0070423	1681	1485.04	39	1.28739
FBtr0306578	3570	3374.04	378.135	5.4939
FBtr0302310	1277	1081.04	3.84146	0.174196
FBtr0300894	3027	2831.04	923.491	15.9908
FBtr0072815	1387	1191.04	289.973	11.9348
FBtr0331461	3411	3215.04	1100.09	16.7735
FBtr0072819	1460	1264.04	0	0
FBtr0300893	1109	913.036	0	0
FBtr0331462	3378	3182.04	760.473	11.7155
FBtr0071358	1664	1468.04	1196.93	39.9683
FBtr0084980	759	563.036	85	7.40059
FBtr0085876	4733	4537.04	2225.4	24.0447
FBtr0334299	5818	5622.04	3853.32	33.5989
FBtr0085875	4243	4047.04	1742.28	21.1039
FBtr0100415	2864	2668.04	789.029	14.4972
FBtr0100413	2865	2669.04	817.608	15.0167
FBtr0100420	2894	2698.04	297.878	5.4122
FBtr0100416	3158	2962.04	407.855	6.74992
FBtr0100419	2921	2725.04	56.2106	1.01118
FBtr0070957	2779	2583.04	292.445	5.55006
FBtr0345295	2411	2215.04	912.742	20.2
FBtr0070956	2859	2663.04	0	0
FBtr0100414	2773	2577.04	0	0
FBtr0333672	2026	1830.04	341.025	9.13503
FBtr0344754	2048	1852.04	1116.37	29.5488
FBtr0089186	1688	1492.04	30693.5	1008.44
FBtr0081900	1173	977.036	2	0.100347
FBtr0080952	606	410.721	0	0
FBtr0340237	657	461.334	2	0.212519
FBtr0081569	2802	2606.04	141	2.6523
FBtr0339660	741	545.091	3043.34	273.694
FBtr0340356	836	640.036	62.3784	4.77764
FBtr0339659	649	453.426	6.79966	0.73513
FBtr0340357	1399	1203.04	98.2294	4.00264
FBtr0339661	1117	921.036	30.6513	1.63138
FBtr0084241	741	545.091	0	0
FBtr0344227	1324	1128.04	4	0.173828
FBtr0332852	1671	1475.04	0	0
FBtr0086750	1553	1357.04	186	6.719
FBtr0335212	1344	1148.04	875	37.3625
FBtr0082437	1439	1243.04	0	0
FBtr0071979	1384	1188.04	12	0.495148
FBtr0082304	1528	1332.04	2471	90.9369
FBtr0334897	7452	7256.04	1149.58	7.76649
FBtr0334896	5991	5795.04	717.252	6.06734
FBtr0344218	2530	2334.04	7.1023	0.149168
FBtr0344217	2729	2533.04	0	0
FBtr0112583	2495	2299.04	23.0615	0.491729
FBtr0087989	1751	1555.04	164.887	5.19793
FBtr0339595	1796	1600.04	71.1127	2.17872
FBtr0079365	3276	3080.04	234	3.72429
FBtr0081225	1305	1109.04	21	0.928233
FBtr0300674	1789	1593.04	42.1954	1.29844
FBtr0332321	2100	1904.04	177.855	4.57904
FBtr0300216	694	498.144	8.20418	0.807354
FBtr0344762	633	437.426	140.796	15.7786
FBtr0085631	1677	1481.04	5031.74	166.547
FBtr0085635	1197	1001.04	25.1751	1.23283
FBtr0332170	1009	813.036	0	0
FBtr0085634	1187	991.036	182.499	9.02724
FBtr0085633	1227	1031.04	383.743	18.2453
FBtr0085632	1135	939.036	5570.21	290.785
FBtr0344763	1526	1330.04	28.4326	1.04794
FBtr0306587	981	785.036	0	0
FBtr0306588	1246	1050.04	10.146	0.473668
FBtr0075186	2778	2582.04	190	3.60724
FBtr0072671	3820	3624.04	2028.86	27.4437
FBtr0310555	3766	3570.04	1118.14	15.3535
FBtr0072670	3754	3558.04	0	0
FBtr0433521	4693	4497.04	0	0
FBtr0347111	4516	4320.04	161.201	1.82921
